	max_isos_sample	max_sample	annot_gene_name	annot_gene_id
71732	3.0	huvec	RIPOR1	ENSG00000039523.19
47095	3.0	adrenal gland	MINPP1	ENSG00000107789.15
46653	3.0	a673	CDH23	ENSG00000107736.20
46625	3.0	h1	PALD1	ENSG00000107719.8
53269	3.0	h9_panc_progen	PIH1D2	ENSG00000150773.10
2058	3.0	brain	TRIM62	ENSG00000116525.13
18779	3.0	gm12878	GTF2E1	ENSG00000153767.9
89382	3.0	colon	KCNB1	ENSG00000158445.9
50923	3.0	brain	TTC9C	ENSG00000162222.13
32503	3.0	brain	GTF3C6	ENSG00000155115.6
42195	3.0	colon	TTC39B	ENSG00000155158.20
27632	3.0	h1_de	SPOCK1	ENSG00000152377.13
17927	3.0	hffc6	PRICKLE2	ENSG00000163637.12
11191	3.0	h1	TCF7L1	ENSG00000152284.4
51311	3.0	h1	SYVN1	ENSG00000162298.18
49460	3.0	colon	PDE3B	ENSG00000152270.8
17758	3.0	pgp1	HESX1	ENSG00000163666.9
80228	3.0	brain	RIT2	ENSG00000152214.13
35965	3.0	colon	CROT	ENSG00000005469.11
494	3.0	heart	RNF207	ENSG00000158286.12
68582	3.0	brain	SOX8	ENSG00000005513.9
19425	3.0	brain	ESYT3	ENSG00000158220.13
22321	3.0	pgp1_astro	SPATA18	ENSG00000163071.10
21819	3.0	h1	DCAF16	ENSG00000163257.10
60900	3.0	a673	RNF219	ENSG00000152193.7
2990	3.0	calu3	PDZK1IP1	ENSG00000162366.7
4668	3.0	h1	PPM1J	ENSG00000155367.15
14880	3.0	hl60_m0	NPPC	ENSG00000163273.3
15904	3.0	adrenal gland	CHCHD4	ENSG00000163528.12
10026	3.0	brain	TMEM178A	ENSG00000152154.10
2993	3.0	pgp1_endo	TAL1	ENSG00000162367.11
1696	3.0	colon	EYA3	ENSG00000158161.15
58992	3.0	brain	HSPB8	ENSG00000152137.6
50887	3.0	hl60_m2_12hr	LBHD1	ENSG00000162194.12
7637	3.0	h1_de	NFASC	ENSG00000163531.15
5706	3.0	adipose	TDRD10	ENSG00000163239.12
3282	3.0	colon	TTC22	ENSG00000006555.10
13780	3.0	ocily7	SGO2	ENSG00000163535.17
17416	3.0	brain	ZMYND10	ENSG00000004838.13
52385	3.0	h1	GDPD5	ENSG00000158555.14
73474	3.0	colon	MED11	ENSG00000161920.9
26986	3.0	h9_neural_crest	CAMK4	ENSG00000152495.10
77207	3.0	brain	CA10	ENSG00000154975.13
94586	3.0	a673	TSR2	ENSG00000158526.7
73477	3.0	adipose	CXCL16	ENSG00000161921.14
32484	3.0	hl60	SLC22A16	ENSG00000004809.13
23544	3.0	h9_chondro	DKK2	ENSG00000155011.8
73923	3.0	brain	SENP3	ENSG00000161956.12
23555	3.0	brain	CYP2U1	ENSG00000155016.17
17908	3.0	colon	ATXN7	ENSG00000163635.18
14082	3.0	h9_chondro	CCNYL1	ENSG00000163249.11
68519	3.0	lung	CCDC78	ENSG00000162004.16
6216	3.0	hl60_m1_24hr	CD1A	ENSG00000158477.6
33982	3.0	a673	FBXL18	ENSG00000155034.18
11501	3.0	hmec	PROM2	ENSG00000155066.15
68939	3.0	colon	TBC1D24	ENSG00000162065.13
37318	3.0	a673	AHCYL2	ENSG00000158467.16
87464	3.0	h9_neural_crest	ZNF773	ENSG00000152439.12
87413	3.0	hffc6	ZNF547	ENSG00000152433.14
26461	3.0	heart	HOMER1	ENSG00000152413.14
40458	3.0	hl60_m2_24hr	OTUD6B	ENSG00000155100.10
50745	3.0	lung	PPP1R32	ENSG00000162148.10
3142	3.0	adipose	COA7	ENSG00000162377.5
12522	3.0	brain	TMEM163	ENSG00000152128.13
19596	3.0	h1	PCOLCE2	ENSG00000163710.8
54349	3.0	caco2	FKBP4	ENSG00000004478.7
3526	3.0	hl60	IL23R	ENSG00000162594.15
24226	3.0	h9_chondro	EDNRA	ENSG00000151617.16
19720	3.0	heart	TM4SF18	ENSG00000163762.6
19286	3.0	a673	TOPBP1	ENSG00000163781.13
24197	3.0	h1	ZNF827	ENSG00000151612.15
50165	3.0	h1_de	CREB3L1	ENSG00000157613.10
38665	3.0	brain	MICU3	ENSG00000155970.11
95507	3.0	heart	TMEM164	ENSG00000157600.11
31269	3.0	a673	NFYA	ENSG00000001167.14
3407	3.0	heart	USP1	ENSG00000162607.12
58225	3.0	imr90	ANO4	ENSG00000151572.17
95412	3.0	adrenal gland	MUM1L1	ENSG00000157502.13
37228	3.0	brain	ARF5	ENSG00000004059.10
3646	3.0	brain	TYW3	ENSG00000162623.15
66347	3.0	gm12878	CCNB2	ENSG00000157456.7
23882	3.0	h9_chondro	ANKRD50	ENSG00000151458.11
9713	3.0	brain	SLC4A1AP	ENSG00000163798.13
81610	3.0	adrenal gland	TBXA2R	ENSG00000006638.11
4016	3.0	gm12878	GFI1	ENSG00000162676.11
62292	3.0	h9_neural_crest	NUBPL	ENSG00000151413.16
17694	3.0	brain	CACNA1D	ENSG00000157388.16
72072	3.0	heart	FUK	ENSG00000157353.16
4264	3.0	adrenal gland	SLC30A7	ENSG00000162695.11
72067	3.0	a673	ST3GAL2	ENSG00000157350.12
7373	3.0	gm12878	ZNF281	ENSG00000162702.7
48334	3.0	a673	DPYSL4	ENSG00000151640.12
43932	3.0	h9_de	ZNF618	ENSG00000157657.14
43958	3.0	mcf10a	TMEM268	ENSG00000157693.14
25685	3.0	colon	CCL28	ENSG00000151882.11
76590	3.0	heart	MAP3K14	ENSG00000006062.15
3201	3.0	brain	MAGOH	ENSG00000162385.10
1379	3.0	brain	STPG1	ENSG00000001460.17
409	3.0	h1_de	TPRG1L	ENSG00000158109.14
13388	3.0	heart	TTN	ENSG00000155657.26
70199	3.0	brain	KDM8	ENSG00000155666.11
32288	3.0	brain	MCHR2	ENSG00000152034.10
43465	3.0	brain	PTPDC1	ENSG00000158079.15
48042	3.0	hl60_m1_24hr	CACUL1	ENSG00000151893.14
22235	3.0	brain	GABRB1	ENSG00000163288.13
22889	3.0	brain	PAQR3	ENSG00000163291.14
49157	3.0	brain	MRPL17	ENSG00000158042.8
67806	3.0	h9_chondro	ACAN	ENSG00000157766.16
1503	3.0	heart	TRIM63	ENSG00000158022.6
9330	3.0	gm12878	SMC6	ENSG00000163029.15
22262	3.0	colon	NIPAL1	ENSG00000163293.11
60370	3.0	brain	SERP2	ENSG00000151778.10
19164	3.0	adrenal gland	PLXND1	ENSG00000004399.12
15026	3.0	heart	AGAP1	ENSG00000157985.18
9146	3.0	calu3	ASAP2	ENSG00000151693.10
41304	3.0	h1	ADCY8	ENSG00000155897.9
1997	3.0	colon	SYNC	ENSG00000162520.14
9561	3.0	a673	DPYSL5	ENSG00000157851.16
12743	3.0	brain	FMNL2	ENSG00000157827.19
94610	3.0	k562	ALAS2	ENSG00000158578.20
74232	3.0	a673	ZNF18	ENSG00000154957.13
8925	3.0	gm12878	NLRP3	ENSG00000162711.17
42153	3.0	brain	LURAP1L	ENSG00000153714.5
96495	3.0	heart	GAB3	ENSG00000160219.11
90947	3.0	brain	ICOSLG	ENSG00000160223.17
71351	3.0	gm12878	ADGRG5	ENSG00000159618.15
2894	3.0	a673	TMEM69	ENSG00000159596.6
73607	3.0	hl60_m2_72hr	DHX33	ENSG00000005100.12
83516	3.0	brain	UPF1	ENSG00000005007.12
193961	3.0	brain	TEX29	ENSG00000153495.10
90965	3.0	brain	CFAP410	ENSG00000160226.15
69468	3.0	brain	C16orf89	ENSG00000153446.15
83733	3.0	h9_neural_crest	ZNF66	ENSG00000160229.11
7930	3.0	h1	LINC00467	ENSG00000153363.12
44854	3.0	h1	VAV2	ENSG00000160293.16
90604	3.0	pc3	SIM2	ENSG00000159263.15
40939	3.0	heart	ANGPT1	ENSG00000154188.9
9940	3.0	adipose	CDC42EP3	ENSG00000163171.7
77870	3.0	heart	PITPNC1	ENSG00000154217.14
3116	3.0	brain	CC2D1B	ENSG00000154222.14
31587	3.0	brain	SLC25A27	ENSG00000153291.15
17339	3.0	h1	SEMA3F	ENSG00000001617.11
6251	3.0	ocily7	AIM2	ENSG00000163568.14
44840	3.0	adipose	SLC2A6	ENSG00000160326.13
17877	3.0	brain	FEZF2	ENSG00000153266.12
76337	3.0	gm12878	MEOX1	ENSG00000005102.12
44492	3.0	h1	PKN3	ENSG00000160447.6
70140	3.0	brain	CACNG3	ENSG00000006116.3
90929	3.0	colon	TRAPPC10	ENSG00000160218.12
53960	3.0	heart	ROBO4	ENSG00000154133.14
76483	3.0	h1	DBF4B	ENSG00000161692.17
96478	3.0	adrenal gland	G6PD	ENSG00000160211.17
1926	3.0	h9_neural_crest	IQCC	ENSG00000160051.11
3886	3.0	a673	HS2ST1	ENSG00000153936.16
2062	3.0	h1	ZNF362	ENSG00000160094.14
83227	3.0	heart	CPAMD8	ENSG00000160111.12
85485	3.0	h9_neural_crest	ZNF233	ENSG00000159915.12
85421	3.0	h9_osteocyte	ZNF221	ENSG00000159905.14
74672	3.0	gm12878	GRAP	ENSG00000154016.13
36275	3.0	brain	TAC1	ENSG00000006128.11
71317	3.0	brain	CX3CL1	ENSG00000006210.6
85437	3.0	h9_panc_progen	ZNF222	ENSG00000159885.13
85434	3.0	gm12878	ZNF230	ENSG00000159882.12
36742	3.0	a673	POLR2J	ENSG00000005075.15
37129	3.0	caco2	CFTR	ENSG00000001626.15
90816	3.0	colon	TFF3	ENSG00000160180.15
20234	3.0	kidney	SLC2A2	ENSG00000163581.13
71824	3.0	brain	PSKH1	ENSG00000159792.9
20230	3.0	hffc6	EIF5A2	ENSG00000163577.7
90822	3.0	brain	TMPRSS3	ENSG00000160183.14
84054	3.0	brain	CEBPG	ENSG00000153879.8
14723	3.0	heart	SPHKAP	ENSG00000153820.12
71713	3.0	calu3	ZDHHC1	ENSG00000159714.11
79991	3.0	caco2	CHST9	ENSG00000154080.13
34434	3.0	colon	C7orf31	ENSG00000153790.11
53814	3.0	heart	TBCEL	ENSG00000154114.12
53864	3.0	hepg2	UBASH3B	ENSG00000154127.9
57623	3.0	brain	PTPRR	ENSG00000153233.12
90543	3.0	k562	RUNX1	ENSG00000159216.18
21980	3.0	calu3	C4orf19	ENSG00000154274.14
12036	3.0	adrenal gland	TMEM87B	ENSG00000153214.10
5251	3.0	brain	RPRD2	ENSG00000163125.15
55441	3.0	h9_de	LMNTD1	ENSG00000152936.10
84435	3.0	brain	THAP8	ENSG00000161277.10
25897	3.0	h9_neural_crest	RAB3C	ENSG00000152932.7
25907	3.0	brain	PART1	ENSG00000152931.7
72349	3.0	brain	CNTNAP4	ENSG00000152910.18
1158	3.0	brain	CDA	ENSG00000158825.5
38852	3.0	brain	FGF17	ENSG00000158815.10
33200	3.0	heart	UTRN	ENSG00000152818.18
78178	3.0	brain	GRIN2C	ENSG00000161509.13
94770	3.0	heart	EDA	ENSG00000158813.17
3507	3.0	h1	TCTEX1D1	ENSG00000152760.9
86413	3.0	ovary	SIGLEC11	ENSG00000161640.15
76345	3.0	heart	MPP3	ENSG00000161647.18
25818	3.0	brain	CCNO	ENSG00000152669.8
76367	3.0	heart	NAGS	ENSG00000161653.10
32691	3.0	h1	GJA1	ENSG00000152661.8
69293	3.0	hl60_m2_24hr	CREBBP	ENSG00000005339.14
6398	3.0	h1_de	ITLN2	ENSG00000158764.6
25445	3.0	adrenal gland	SPEF2	ENSG00000152582.13
6268	3.0	adrenal gland	DUSP23	ENSG00000158716.8
86482	3.0	heart	EMC10	ENSG00000161671.16
22650	3.0	gm12878	COX18	ENSG00000163626.16
90220	3.0	gm12878	MRPL39	ENSG00000154719.13
76457	3.0	brain	FAM171A2	ENSG00000161682.14
84836	3.0	brain	FBXO27	ENSG00000161243.8
6473	3.0	brain	FCER1G	ENSG00000158869.10
11175	3.0	colon	SUCLG1	ENSG00000163541.11
37046	3.0	heart	PPP1R3A	ENSG00000154415.7
12030	3.0	h1_de	MERTK	ENSG00000153208.16
8892	3.0	h1	AHCTF1	ENSG00000153207.15
44710	3.0	hffc6	MED27	ENSG00000160563.13
75056	3.0	h1	TLCD1	ENSG00000160606.10
5556	3.0	brain	S100A1	ENSG00000160678.11
11917	3.0	h1_de	RANBP2	ENSG00000153201.15
38531	3.0	hffc6	FAM167A	ENSG00000154319.15
42975	3.0	colon	PGM5	ENSG00000154330.12
53650	3.0	hl60_m0	CXCR5	ENSG00000160683.4
8426	3.0	heart	OBSCN	ENSG00000154358.20
5605	3.0	gm12878	CRTC2	ENSG00000160741.16
1263	3.0	adipose	C1QC	ENSG00000159189.11
3460	3.0	wtc11	CACHD1	ENSG00000158966.14
8482	3.0	brain	CCSAP	ENSG00000154429.10
12527	3.0	kidney	ACMSD	ENSG00000153086.13
7416	3.0	muscle	TNNI1	ENSG00000159173.18
21734	3.0	heart	C1QTNF7	ENSG00000163145.12
25965	3.0	brain	CWC27	ENSG00000153015.15
5188	3.0	h1	SV2A	ENSG00000159164.9
5332	3.0	h9_panc_beta	BNIPL	ENSG00000163141.19
21566	3.0	brain	JAKMIP1	ENSG00000152969.19
82839	3.0	h1	IER2	ENSG00000160888.6
42853	3.0	h9_chondro	CNTNAP3B	ENSG00000154529.14
36700	3.0	brain	COL26A1	ENSG00000160963.13
4734	3.0	wtc11	HIPK1	ENSG00000163349.21
85876	3.0	h1	ARHGAP35	ENSG00000160007.18
46576	3.0	pc9	HKDC1	ENSG00000156510.12
46992	3.0	hepg2	MAT1A	ENSG00000151224.12
38043	3.0	colon	AOC1	ENSG00000002726.20
6355	3.0	gm12878	SLAMF6	ENSG00000162739.13
70811	3.0	heart	COX6A2	ENSG00000156885.5
59516	3.0	hl60_m2_24hr	DHX37	ENSG00000150990.7
41144	3.0	calu3	ATAD2	ENSG00000156802.12
46903	3.0	adrenal gland	DLG5	ENSG00000151208.16
16806	3.0	brain	LZTFL1	ENSG00000163818.16
69746	3.0	colon	MPV17L	ENSG00000156968.8
6620	3.0	h9_panc_beta	LMX1A	ENSG00000162761.14
8237	3.0	colon	WDR26	ENSG00000162923.15
28169	3.0	hmec	SH3RF2	ENSG00000156463.17
18004	3.0	muscle	LMOD3	ENSG00000163380.15
45733	3.0	h1	PIP4K2A	ENSG00000150867.13
90266	3.0	a673	N6AMT1	ENSG00000156239.11
15824	3.0	adipose	TIMP4	ENSG00000157150.4
95897	3.0	heart	FAM122C	ENSG00000156500.15
14378	3.0	imr90	RNF25	ENSG00000163481.7
31930	3.0	heart	CD109	ENSG00000156535.14
90328	3.0	brain	TIAM1	ENSG00000156299.13
16129	3.0	heart	THRB	ENSG00000151090.18
47787	3.0	brain	SFR1	ENSG00000156384.14
13463	3.0	h9_panc_progen	NUP35	ENSG00000163002.12
67729	3.0	liver	SLC28A1	ENSG00000156222.11
31199	3.0	brain	ZFAND3	ENSG00000156639.11
38211	3.0	h1	PAXIP1	ENSG00000157212.18
58384	3.0	gm12878	C12orf45	ENSG00000151131.10
45783	3.0	lung	ENKUR	ENSG00000151023.16
4504	3.0	a673	RBM15	ENSG00000162775.14
16842	3.0	pgp1	LRRC2	ENSG00000163827.12
93983	3.0	adrenal gland	TSPAN7	ENSG00000156298.12
46856	3.0	colon	SAMD8	ENSG00000156671.13
70660	3.0	h9_panc_progen	ZNF689	ENSG00000156853.12
39346	3.0	gm12878	BAG4	ENSG00000156735.10
2217	3.0	gm12878	ZC3H12A	ENSG00000163874.10
16779	3.0	caco2	CDCP1	ENSG00000163814.7
38679	3.0	brain	MTMR7	ENSG00000003987.13
64741	3.0	brain	TDRD9	ENSG00000156414.18
17965	3.0	heart	KBTBD8	ENSG00000163376.11
15740	3.0	brain	TATDN2	ENSG00000157014.10
81845	3.0	colon	FUT6	ENSG00000156413.13
47709	3.0	mcf7	SFXN2	ENSG00000156398.12
7552	3.0	brain	ADORA1	ENSG00000163485.16
69892	3.0	brain	GDE1	ENSG00000006007.11
9758	3.0	a673	WDR43	ENSG00000163811.11
15767	3.0	brain	ATP2B2	ENSG00000157087.18
59795	2.0	adrenal gland	MPHOSPH8	ENSG00000196199.13
80300	2.0	h9_panc_progen	KATNAL2	ENSG00000167216.16
29687	2.0	brain	ELOVL2-AS1	ENSG00000230314.6
63465	2.0	hl60_m1_72hr	AC005280.1	ENSG00000251393.3
13277	2.0	kidney	HOXD10	ENSG00000128710.5
33224	2.0	a673	FBXO30	ENSG00000118496.4
48183	2.0	adrenal gland	ACADSB	ENSG00000196177.12
6464	2.0	adipose	ADAMTS4	ENSG00000158859.9
32934	2.0	adrenal gland	TCF21	ENSG00000118526.6
747	2.0	adrenal gland	AL109811.2	ENSG00000230337.1
56234	2.0	heart	AC074032.1	ENSG00000272368.2
120406	2.0	brain	MINOS1-NBL1	ENSG00000270136.6
53193	2.0	lung	COLCA1	ENSG00000196167.9
8729	2.0	gm12878	HEATR1	ENSG00000119285.10
73075	2.0	adrenal gland	DOC2B	ENSG00000272636.3
18975	2.0	colon	ALG1L	ENSG00000189366.9
8539	2.0	heart	TRIM67	ENSG00000119283.15
1077	2.0	gm12878	AL035413.1	ENSG00000230424.1
8599	2.0	a673	SLC35F3	ENSG00000183780.12
13285	2.0	a673	HOXD3	ENSG00000128652.11
85299	2.0	lung	CXCL17	ENSG00000189377.8
93056	2.0	a673	PNPLA3	ENSG00000100344.10
17294	2.0	gm12878	TRAIP	ENSG00000183763.8
72962	2.0	a673	SPATA2L	ENSG00000158792.15
68189	2.0	brain	SPATA41	ENSG00000189419.7
83849	2.0	a673	ZNF724	ENSG00000196081.9
54415	2.0	adrenal gland	CCND2	ENSG00000118971.7
43595	2.0	adrenal gland	TDRD7	ENSG00000196116.7
60735	2.0	a673	PCDH17	ENSG00000118946.11
60812	2.0	hffc6	KLF12	ENSG00000118922.17
69449	2.0	lung	PPL	ENSG00000118898.15
32027	2.0	gm12878	UBE3D	ENSG00000118420.16
15399	2.0	hl60	LINC01237	ENSG00000233806.7
25805	2.0	hffc6	ESM1	ENSG00000164283.12
4289	2.0	a673	OLFM3	ENSG00000118733.16
57302	2.0	adipose	SLC16A7	ENSG00000118596.11
33105	2.0	a673	CCDC28A	ENSG00000024862.17
29485	2.0	brain	LINC02525	ENSG00000230269.6
9276	2.0	h1	GREB1	ENSG00000196208.13
22941	2.0	adrenal gland	AC124016.1	ENSG00000272677.1
1463	2.0	brain	MAN1C1	ENSG00000117643.14
27979	2.0	brain	PCDHB16	ENSG00000272674.3
6936	2.0	hepg2	SERPINC1	ENSG00000117601.13
4185	2.0	h1	PLPPR4	ENSG00000117600.12
76779	2.0	colon	OSBPL7	ENSG00000006025.11
66278	2.0	brain	CGNL1	ENSG00000128849.10
7871	2.0	adrenal gland	HSD11B1	ENSG00000117594.9
6873	2.0	gm12878	TNFSF4	ENSG00000117586.10
74681	2.0	pgp1_endo	AC007952.3	ENSG00000230197.6
71727	2.0	gm12878	AC009061.2	ENSG00000270049.2
89443	2.0	h1	PTPN1	ENSG00000196396.9
50851	2.0	heart	AP002990.1	ENSG00000255508.7
82547	2.0	brain	ELAVL3	ENSG00000196361.9
7413	2.0	caco2	LAD1	ENSG00000159166.13
81140	2.0	hl60	PRTN3	ENSG00000196415.9
51623	2.0	a673	AP002748.3	ENSG00000255517.6
7817	2.0	gm12878	CR2	ENSG00000117322.17
37822	2.0	gm12878	AC073264.3	ENSG00000283537.2
94116	2.0	colon	EFHC2	ENSG00000183690.12
52323	2.0	lung	XRRA1	ENSG00000166435.15
82979	2.0	adrenal gland	NDUFB7	ENSG00000099795.6
62072	2.0	gm12878	NEDD8-MDP1	ENSG00000255526.6
32372	2.0	a673	PDSS2	ENSG00000164494.11
88701	2.0	hl60_m1_12hr	FO393401.1	ENSG00000230155.6
44867	2.0	adrenal gland	WDR5	ENSG00000196363.9
90378	2.0	brain	SYNJ1	ENSG00000159082.17
72463	2.0	heart	PKD1L2	ENSG00000166473.17
20953	2.0	lung	XXYLT1-AS2	ENSG00000230266.1
52534	2.0	h1	USP35	ENSG00000118369.12
28647	2.0	colon	ATP10B	ENSG00000118322.13
28252	2.0	colon	HTR4	ENSG00000164270.17
64750	2.0	wtc11	KIF26A	ENSG00000066735.14
72448	2.0	h1	C16orf46	ENSG00000166455.13
76699	2.0	heart	WNT9B	ENSG00000158955.10
7376	2.0	a673	KIF14	ENSG00000118193.11
85920	2.0	calu3	KPTN	ENSG00000118162.13
37349	2.0	colon	KLHDC10	ENSG00000128607.13
81501	2.0	adrenal gland	TIMM13	ENSG00000099800.7
53637	2.0	colon	TREH	ENSG00000118094.11
92784	2.0	gm12878	GRAP2	ENSG00000100351.16
8039	2.0	colon	CENPF	ENSG00000117724.12
19360	2.0	gm12878	STAG1	ENSG00000118007.12
82913	2.0	heart	PRKACA	ENSG00000072062.13
54165	2.0	h1	ZBTB44	ENSG00000196323.13
67443	2.0	pgp1_excite_neuron	CHRNB4	ENSG00000117971.11
34401	2.0	caco2	STK31	ENSG00000196335.12
51597	2.0	caco2	AP001107.9	ENSG00000255468.7
151743	2.0	a673	AP001528.2	ENSG00000255471.1
46289	2.0	gm12878	WDFY4	ENSG00000128815.19
66232	2.0	h1_de	PRTG	ENSG00000166450.12
1673	2.0	a673	STX12	ENSG00000117758.13
1677	2.0	h1	PPP1R8	ENSG00000117751.17
11499	2.0	lung	AC092835.1	ENSG00000233757.6
17354	2.0	h1_de	U73166.1	ENSG00000230454.1
9761	2.0	heart	TOGARAM2	ENSG00000189350.12
50386	2.0	k562	AC109635.4	ENSG00000255042.3
48049	2.0	adipose	NANOS1	ENSG00000188613.6
37297	2.0	brain	ATP6V1F	ENSG00000128524.4
13714	2.0	wtc11	HSPE1-MOB4	ENSG00000270757.1
8099	2.0	calu3	IARS2	ENSG00000067704.9
69803	2.0	brain	PKD1P1	ENSG00000183889.12
28869	2.0	caco2	MSX2	ENSG00000120149.8
76891	2.0	colon	HOXB3	ENSG00000120093.11
35477	2.0	brain	PMS2P4	ENSG00000067601.7
46846	2.0	muscle	DUPD1	ENSG00000188716.5
58852	2.0	brain	IQCD	ENSG00000166578.9
7275	2.0	brain	GLRX2	ENSG00000023572.9
14560	2.0	calu3	TMEM198	ENSG00000188760.10
8062	2.0	adrenal gland	RRP15	ENSG00000067533.5
51433	2.0	adrenal gland	AP001362.2	ENSG00000285533.1
7575	2.0	adipose	PRELP	ENSG00000188783.5
26248	2.0	a673	FOXD1	ENSG00000251493.4
36874	2.0	pgp1_excite_neuron	CDHR3	ENSG00000128536.15
16451	2.0	heart	SCN5A	ENSG00000183873.15
47432	2.0	a673	AVPI1	ENSG00000119986.6
48040	2.0	brain	PRLHR	ENSG00000119973.5
48171	2.0	brain	C10orf88	ENSG00000119965.12
64472	2.0	h9_de	AL132709.1	ENSG00000230805.6
15735	2.0	a673	BRK1	ENSG00000254999.3
47850	2.0	colon	SMNDC1	ENSG00000119953.12
76319	2.0	hl60_m0	LINC00910	ENSG00000188825.13
33621	2.0	brain	RPS6KA2	ENSG00000071242.11
43590	2.0	h9_panc_progen	SUGT1P4-STRA6LP	ENSG00000254876.5
37009	2.0	hl60_m1_24hr	DOCK4	ENSG00000128512.20
49475	2.0	h9_neural_crest	INSC	ENSG00000188487.11
79813	2.0	heart	ROCK1	ENSG00000067900.7
45674	2.0	vessels	PLXDC2	ENSG00000120594.16
76194	2.0	kidney	COA3	ENSG00000183978.7
68790	2.0	a673	NPW	ENSG00000183971.7
40961	2.0	gm12878	NUDCD1	ENSG00000120526.10
16056	2.0	brain	KCNH8	ENSG00000183960.8
37356	2.0	caco2	CPA2	ENSG00000158516.11
15395	2.0	heart	PDCD1	ENSG00000188389.10
75491	2.0	brain	RASL10B	ENSG00000270885.1
48838	2.0	brain	SLC22A18AS	ENSG00000254827.5
53712	2.0	a673	H2AFX	ENSG00000188486.3
6961	2.0	a673	MRPS14	ENSG00000120333.4
48693	2.0	brain	AC139749.1	ENSG00000254872.3
27988	2.0	colon	PCDHB12	ENSG00000120328.6
57763	2.0	hffc6	NAV3	ENSG00000067798.15
74669	2.0	colon	FAM83G	ENSG00000188522.14
44723	2.0	heart	CFAP77	ENSG00000188523.8
49161	2.0	gm12878	GVINP1	ENSG00000254838.5
65470	2.0	calu3	CCDC9B	ENSG00000188549.12
10491	2.0	hl60_m1_24hr	AC016727.1	ENSG00000270820.5
83401	2.0	a673	MPV17L2	ENSG00000254858.9
37358	2.0	hffc6	CPA4	ENSG00000128510.11
33317	2.0	caco2	PLEKHG1	ENSG00000120278.16
31007	2.0	gm12878	RPS10-NUDT3	ENSG00000270800.3
38529	2.0	brain	AF131216.3	ENSG00000255020.1
47492	2.0	a673	CUTC	ENSG00000119929.12
31365	2.0	a673	UBR2	ENSG00000024048.10
52442	2.0	imr90	AP003119.2	ENSG00000255100.1
76797	2.0	adrenal gland	SP6	ENSG00000189120.4
63584	2.0	gm12878	FCF1	ENSG00000119616.11
67677	2.0	vessels	UBE2Q2P1	ENSG00000189136.9
35592	2.0	lung	CLDN4	ENSG00000189143.9
22816	2.0	pgp1	FAM47E	ENSG00000189157.13
7696	2.0	calu3	ELK4	ENSG00000158711.13
37325	2.0	gm12878	STRIP2	ENSG00000128578.9
41369	2.0	colon	ZFAT	ENSG00000066827.15
7701	2.0	adrenal gland	SLC45A3	ENSG00000158715.5
4001	2.0	brain	BTBD8	ENSG00000189195.12
93054	2.0	h9	PNPLA5	ENSG00000100341.11
9316	2.0	h1	MYCNOS	ENSG00000233718.7
44137	2.0	colon	DENND1A	ENSG00000119522.16
54881	2.0	adrenal gland	CLEC4E	ENSG00000166523.7
6881	2.0	kidney	ANKRD45	ENSG00000183831.6
66020	2.0	adrenal gland	EID1	ENSG00000255302.4
2264	2.0	adrenal gland	YRDC	ENSG00000196449.3
43864	2.0	lung	SLC46A2	ENSG00000119457.7
2083	2.0	hmec	GJB5	ENSG00000189280.3
37240	2.0	pgp1_endo	LRRC4	ENSG00000128594.7
44067	2.0	a673	NDUFA8	ENSG00000119421.6
60360	2.0	kidney	LINC00284	ENSG00000233725.7
44033	2.0	h1	CNTRL	ENSG00000119397.16
37522	2.0	heart	FAM180A	ENSG00000189320.8
44037	2.0	a673	RAB14	ENSG00000119396.10
83844	2.0	h9_neural_crest	ZNF730	ENSG00000183850.13
4911	2.0	hl60_m1_24hr	PFN1P2	ENSG00000270392.2
41715	2.0	brain	AC109322.1	ENSG00000255224.1
5515	2.0	h9_panc_beta	S100A9	ENSG00000163220.10
47482	2.0	colon	NKX2-3	ENSG00000119919.10
2085	2.0	calu3	GJB3	ENSG00000188910.7
47148	2.0	a673	IFIT3	ENSG00000119917.13
74449	2.0	brain	USP32P1	ENSG00000188933.15
53658	2.0	k562	AP003392.4	ENSG00000255121.2
53335	2.0	hmec	AP000880.1	ENSG00000255129.5
10187	2.0	hl60_m2_24hr	CRIPT	ENSG00000119878.5
90121	2.0	a673	LIPI	ENSG00000188992.11
52427	2.0	brain	AP002360.1	ENSG00000255135.3
52530	2.0	heart	KCTD21	ENSG00000188997.7
9416	2.0	gm12878	ATAD2B	ENSG00000119778.14
32843	2.0	gm12878	SAMD3	ENSG00000164483.16
94623	2.0	k562	PAGE5	ENSG00000158639.12
37391	2.0	adrenal gland	COPG2	ENSG00000158623.14
63705	2.0	heart	ESRRB	ENSG00000119715.15
66867	2.0	ocily7	MYO9A	ENSG00000066933.15
52429	2.0	heart	EMSY	ENSG00000158636.16
36658	2.0	brain	VGF	ENSG00000128564.6
64154	2.0	h1	PPP4R4	ENSG00000119698.11
11972	2.0	vessels	GPAA1P2	ENSG00000230596.3
71508	2.0	heart	BEAN1	ENSG00000166546.13
92740	2.0	adipose	PDGFB	ENSG00000100311.16
63571	2.0	h9_chondro	LTBP2	ENSG00000119681.11
68766	2.0	a673	SNHG9	ENSG00000255198.4
95231	2.0	kidney	ARMCX4	ENSG00000196440.11
49222	2.0	brain	LMO1	ENSG00000166407.13
