gid	length	biotype	biotype_category
ENSG00000241881.1	3119	lincRNA	lncRNA
ENSG00000277083.1	4346	transcribed_unitary_pseudogene	pseudogene
ENSG00000242736.1	283	TR_V_pseudogene	other
ENSG00000226660.2	508	TR_V_gene	other
ENSG00000237702.2	506	TR_V_gene	other
ENSG00000211710.3	482	TR_V_gene	other
ENSG00000211734.3	867	TR_V_gene	other
ENSG00000211706.2	489	TR_V_gene	other
ENSG00000211707.3	519	TR_V_gene	other
ENSG00000211745.3	564	TR_V_gene	other
ENSG00000283063.1	512	TR_V_gene	other
ENSG00000282939.1	539	TR_V_gene	other
ENSG00000243889.1	278	TR_V_pseudogene	other
ENSG00000242771.1	272	TR_V_pseudogene	other
ENSG00000211713.3	455	TR_V_gene	other
ENSG00000211714.3	512	TR_V_gene	other
ENSG00000239944.1	269	TR_V_pseudogene	other
ENSG00000211715.1	466	TR_V_gene	other
ENSG00000211716.2	521	TR_V_gene	other
ENSG00000211717.3	517	TR_V_gene	other
ENSG00000211720.3	464	TR_V_gene	other
ENSG00000244661.1	442	TR_V_pseudogene	other
ENSG00000229769.2	500	TR_V_gene	other
ENSG00000241657.1	499	lincRNA	lncRNA
ENSG00000211739.4	442	TR_V_pseudogene	other
ENSG00000211721.2	501	TR_V_gene	other
ENSG00000253409.1	461	TR_V_gene	other
ENSG00000230099.2	665	TR_V_gene	other
ENSG00000211724.3	476	TR_V_gene	other
ENSG00000227550.2	471	TR_V_pseudogene	other
ENSG00000211725.3	471	TR_V_gene	other
ENSG00000253188.1	432	TR_V_gene	other
ENSG00000211727.3	541	TR_V_gene	other
ENSG00000211728.2	506	TR_V_gene	other
ENSG00000253534.1	428	TR_V_gene	other
ENSG00000253291.1	501	TR_V_gene	other
ENSG00000211731.1	466	TR_V_gene	other
ENSG00000278030.1	472	TR_V_gene	other
ENSG00000276405.1	483	TR_V_gene	other
ENSG00000275791.1	473	TR_V_gene	other
ENSG00000276597.1	482	TR_V_gene	other
ENSG00000274752.1	508	TR_V_gene	other
ENSG00000276953.1	505	TR_V_gene	other
ENSG00000275158.1	510	TR_V_gene	other
ENSG00000275743.1	491	TR_V_gene	other
ENSG00000276819.1	545	TR_V_gene	other
ENSG00000275243.1	453	TR_V_gene	other
ENSG00000277880.1	732	TR_V_gene	other
ENSG00000276557.1	699	TR_V_gene	other
ENSG00000211746.3	683	TR_V_gene	other
ENSG00000211747.3	750	TR_V_gene	other
ENSG00000251578.1	460	TR_V_pseudogene	other
ENSG00000240578.1	450	TR_V_pseudogene	other
ENSG00000211749.1	506	TR_V_gene	other
ENSG00000211750.2	512	TR_V_gene	other
ENSG00000270672.1	1446	protein_coding	protein_coding
ENSG00000282499.1	504	TR_V_gene	other
ENSG00000239992.1	454	TR_V_pseudogene	other
ENSG00000249912.1	484	TR_V_pseudogene	other
ENSG00000241911.1	540	TR_V_pseudogene	other
ENSG00000211752.3	515	TR_V_gene	other
ENSG00000211753.4	500	TR_V_gene	other
ENSG00000244273.1	406	processed_pseudogene	pseudogene
ENSG00000232869.2	688	TR_V_gene	other
ENSG00000204983.13	3608	protein_coding	protein_coding
ENSG00000275896.5	14166	protein_coding	protein_coding
ENSG00000250591.3	3528	unprocessed_pseudogene	pseudogene
ENSG00000243661.1	895	processed_pseudogene	pseudogene
ENSG00000282431.1	11	TR_D_gene	other
ENSG00000282320.1	47	TR_J_gene	other
ENSG00000282420.1	47	TR_J_gene	other
ENSG00000282133.1	49	TR_J_gene	other
ENSG00000281958.1	50	TR_J_gene	other
ENSG00000282173.1	49	TR_J_gene	other
ENSG00000282780.1	52	TR_J_gene	other
ENSG00000211751.9	1674	TR_C_gene	other
ENSG00000211764.1	49	TR_J_gene	other
ENSG00000211765.1	50	TR_J_gene	other
ENSG00000211766.1	45	TR_J_gene	other
ENSG00000211767.1	48	TR_J_gene	other
ENSG00000211768.1	49	TR_J_gene	other
ENSG00000211769.1	47	TR_J_gene	other
ENSG00000211770.1	52	TR_J_gene	other
ENSG00000211771.1	46	TR_J_gene	other
ENSG00000211772.11	1707	TR_C_gene	other
ENSG00000237254.2	813	TR_V_gene	other
ENSG00000106123.11	16033	protein_coding	protein_coding
ENSG00000165125.19	14559	protein_coding	protein_coding
ENSG00000224970.2	16907	antisense	lncRNA
ENSG00000127412.6	25707	protein_coding	protein_coding
ENSG00000165131.6	1525	protein_coding	protein_coding
ENSG00000197993.8	21567	protein_coding	protein_coding
ENSG00000179468.5	1037	protein_coding	protein_coding
ENSG00000239293.1	367	unprocessed_pseudogene	pseudogene
ENSG00000225781.1	1027	protein_coding	protein_coding
ENSG00000179420.11	1255	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000159763.3	7669	protein_coding	protein_coding
ENSG00000236398.2	1016	protein_coding	protein_coding
ENSG00000268170.2	1799	antisense	lncRNA
ENSG00000221937.4	1042	protein_coding	protein_coding
ENSG00000279223.1	192	TEC	other
ENSG00000197448.13	26761	protein_coding	protein_coding
ENSG00000231840.1	32116	antisense	lncRNA
ENSG00000178826.10	8091	protein_coding	protein_coding
ENSG00000106144.19	19481	protein_coding	protein_coding
ENSG00000239419.3	295	misc_RNA	other
ENSG00000240322.3	298	misc_RNA	other
ENSG00000231531.5	377	processed_pseudogene	pseudogene
ENSG00000188037.11	35957	protein_coding	protein_coding
ENSG00000159784.17	9370	protein_coding	protein_coding
ENSG00000272619.1	330	lincRNA	lncRNA
ENSG00000232533.1	803	antisense	lncRNA
ENSG00000159840.15	10031	protein_coding	protein_coding
ENSG00000278449.1	114	miRNA	miRNA
ENSG00000146904.8	18603	protein_coding	protein_coding
ENSG00000229153.5	115636	antisense	lncRNA
ENSG00000234066.1	939	unitary_pseudogene	pseudogene
ENSG00000185899.1	956	protein_coding	protein_coding
ENSG00000221855.1	923	protein_coding	protein_coding
ENSG00000236853.2	940	unitary_pseudogene	pseudogene
ENSG00000176510.5	10213	polymorphic_pseudogene	pseudogene
ENSG00000229977.2	415	processed_pseudogene	pseudogene
ENSG00000229877.1	1549	processed_pseudogene	pseudogene
ENSG00000271079.1	2586	protein_coding	protein_coding
ENSG00000252037.1	102	snRNA	other
ENSG00000230556.1	165	processed_pseudogene	pseudogene
ENSG00000223459.6	6800	unprocessed_pseudogene	pseudogene
ENSG00000283537.2	24732	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000170379.20	109457	protein_coding	protein_coding
ENSG00000283528.2	8416	protein_coding	protein_coding
ENSG00000252523.1	102	snRNA	other
ENSG00000271321.1	2607	protein_coding	protein_coding
ENSG00000253882.6	75143	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000241136.1	1617	processed_pseudogene	pseudogene
ENSG00000232145.1	425	processed_pseudogene	pseudogene
ENSG00000159860.7	17241	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000198420.9	50823	protein_coding	protein_coding
ENSG00000221910.2	1113	protein_coding	protein_coding
ENSG00000213215.5	42468	protein_coding	protein_coding
ENSG00000270729.1	1104	processed_pseudogene	pseudogene
ENSG00000273377.1	915	unprocessed_pseudogene	pseudogene
ENSG00000242280.1	1509	processed_pseudogene	pseudogene
ENSG00000221813.4	8473	protein_coding	protein_coding
ENSG00000221836.3	9897	protein_coding	protein_coding
ENSG00000221933.3	6059	protein_coding	protein_coding
ENSG00000239967.1	104	unprocessed_pseudogene	pseudogene
ENSG00000221858.3	12675	protein_coding	protein_coding
ENSG00000221989.2	1050	protein_coding	protein_coding
ENSG00000239981.1	899	unprocessed_pseudogene	pseudogene
ENSG00000221938.5	8012	protein_coding	protein_coding
ENSG00000273234.1	929	unprocessed_pseudogene	pseudogene
ENSG00000183122.5	5419	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000240621.1	402	unprocessed_pseudogene	pseudogene
ENSG00000225932.3	2587	protein_coding	protein_coding
ENSG00000213214.4	9572	protein_coding	protein_coding
ENSG00000244198.6	85689	antisense	lncRNA
ENSG00000212807.2	11361	protein_coding	protein_coding
ENSG00000170356.9	6199	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000284644.1	104443	antisense	lncRNA
ENSG00000243896.4	7129	protein_coding	protein_coding
ENSG00000244693.1	2587	protein_coding	protein_coding
ENSG00000204959.4	14521	unprocessed_pseudogene	pseudogene
ENSG00000228960.6	6454	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000244479.7	55786	antisense	lncRNA
ENSG00000221970.2	10204	protein_coding	protein_coding
ENSG00000050327.14	25344	protein_coding	protein_coding
ENSG00000106410.15	12987	protein_coding	protein_coding
ENSG00000242978.1	488	processed_pseudogene	pseudogene
ENSG00000221507.1	136	snRNA	other
ENSG00000196511.14	384454	protein_coding	protein_coding
ENSG00000243746.1	1389	processed_pseudogene	pseudogene
ENSG00000200673.1	329	misc_RNA	other
ENSG00000236343.1	1077	processed_pseudogene	pseudogene
ENSG00000214035.3	1032	processed_pseudogene	pseudogene
ENSG00000225918.1	942	processed_pseudogene	pseudogene
ENSG00000226592.1	870	processed_pseudogene	pseudogene
ENSG00000231839.1	1620	processed_pseudogene	pseudogene
ENSG00000230746.1	5487	lincRNA	lncRNA
ENSG00000280144.1	304	TEC	other
ENSG00000174469.21	2304996	protein_coding	protein_coding
ENSG00000274127.1	154	misc_RNA	other
ENSG00000274118.1	102	misc_RNA	other
ENSG00000236795.1	16675	antisense	lncRNA
ENSG00000226857.1	414	transcribed_processed_pseudogene	pseudogene
ENSG00000232391.1	228	processed_pseudogene	pseudogene
ENSG00000221442.1	104	miRNA	miRNA
ENSG00000230190.1	1432	sense_intronic	lncRNA
ENSG00000270634.1	281	processed_pseudogene	pseudogene
ENSG00000207318.1	107	snRNA	other
ENSG00000251936.1	98	rRNA_pseudogene	other
ENSG00000242266.3	294	misc_RNA	other
ENSG00000199370.2	214	snoRNA	other
ENSG00000243374.3	268	misc_RNA	other
ENSG00000274133.1	513	processed_pseudogene	pseudogene
ENSG00000283504.1	29859	lincRNA	lncRNA
ENSG00000283648.1	28500	lincRNA	lncRNA
ENSG00000213210.4	398	processed_pseudogene	pseudogene
ENSG00000170279.2	25295	protein_coding	protein_coding
ENSG00000213209.2	408	processed_pseudogene	pseudogene
ENSG00000270200.1	693	processed_pseudogene	pseudogene
ENSG00000273314.1	2197	antisense	lncRNA
ENSG00000055130.15	103122	protein_coding	protein_coding
ENSG00000106462.10	76938	protein_coding	protein_coding
ENSG00000251712.3	61	snRNA	other
ENSG00000275586.1	268	misc_RNA	other
ENSG00000239468.3	287	misc_RNA	other
ENSG00000252316.1	95	misc_RNA	other
ENSG00000202354.1	101	misc_RNA	other
ENSG00000201098.1	112	misc_RNA	other
ENSG00000281189.1	1905	lincRNA	lncRNA
ENSG00000155660.10	25579	protein_coding	protein_coding
ENSG00000202528.1	110	snRNA	other
ENSG00000234565.1	212	processed_pseudogene	pseudogene
ENSG00000197362.14	21139	protein_coding	protein_coding
ENSG00000204947.8	23562	protein_coding	protein_coding
ENSG00000240877.3	296	misc_RNA	other
ENSG00000197024.8	56386	protein_coding	protein_coding
ENSG00000239719.1	180	processed_pseudogene	pseudogene
ENSG00000170265.11	30763	protein_coding	protein_coding
ENSG00000170260.8	15958	protein_coding	protein_coding
ENSG00000204946.9	35131	protein_coding	protein_coding
ENSG00000271664.1	2373	unprocessed_pseudogene	pseudogene
ENSG00000244560.7	12031	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000231397.1	227	processed_pseudogene	pseudogene
ENSG00000215311.3	833	processed_pseudogene	pseudogene
ENSG00000228151.1	3252	antisense	lncRNA
ENSG00000261842.1	2215	lincRNA	lncRNA
ENSG00000196453.7	29760	protein_coding	protein_coding
ENSG00000181220.16	25121	protein_coding	protein_coding
ENSG00000133624.13	77598	transcribed_unprocessed_pseudogene	pseudogene
ENSG00000133619.17	19794	protein_coding	protein_coding
ENSG00000181444.12	9297	protein_coding	protein_coding
ENSG00000197558.11	57937	protein_coding	protein_coding
ENSG00000106479.10	29112	protein_coding	protein_coding
ENSG00000280149.1	598	TEC	other
ENSG00000273419.1	4092	antisense	lncRNA
ENSG00000204934.10	12913	antisense	lncRNA
ENSG00000171130.18	18236	protein_coding	protein_coding
ENSG00000273293.1	221	lincRNA	lncRNA
ENSG00000279536.1	628	TEC	other
ENSG00000273011.1	677	lincRNA	lncRNA
ENSG00000224016.2	18513	unprocessed_pseudogene	pseudogene
ENSG00000260555.1	4372	lincRNA	lncRNA
ENSG00000241449.5	36134	lincRNA	lncRNA
ENSG00000276538.1	245	unprocessed_pseudogene	pseudogene
ENSG00000106526.10	79809	protein_coding	protein_coding
ENSG00000127399.14	15511	protein_coding	protein_coding
ENSG00000188707.5	2932	protein_coding	protein_coding
ENSG00000261305.2	5863	sense_overlapping	lncRNA
ENSG00000106538.9	3357	protein_coding	protein_coding
ENSG00000240449.1	8813	antisense	lncRNA
ENSG00000214022.11	5855	protein_coding	protein_coding
ENSG00000284041.1	28125	protein_coding	protein_coding
ENSG00000284048.2	31268	processed_transcript	lncRNA
ENSG00000196456.11	19296	protein_coding	protein_coding
ENSG00000239377.1	4031	antisense	lncRNA
ENSG00000284691.1	11768	protein_coding	protein_coding
ENSG00000242258.1	14486	lincRNA	lncRNA
ENSG00000171115.3	28762	protein_coding	protein_coding
ENSG00000271582.1	1074	processed_pseudogene	pseudogene
ENSG00000213205.3	1280	processed_pseudogene	pseudogene
ENSG00000179144.4	6243	protein_coding	protein_coding
ENSG00000243853.1	344	processed_pseudogene	pseudogene
ENSG00000133574.9	6678	protein_coding	protein_coding
ENSG00000271568.1	1083	processed_pseudogene	pseudogene
ENSG00000232361.3	703	processed_pseudogene	pseudogene
ENSG00000133561.15	7273	protein_coding	protein_coding
ENSG00000270990.1	1085	processed_pseudogene	pseudogene
ENSG00000106560.10	7944	protein_coding	protein_coding
ENSG00000213203.2	7727	protein_coding	protein_coding
ENSG00000281887.3	26978	protein_coding	protein_coding
ENSG00000196329.11	27780	protein_coding	protein_coding
ENSG00000177590.7	835	processed_pseudogene	pseudogene
ENSG00000241134.3	358	processed_pseudogene	pseudogene
ENSG00000106565.17	10075	protein_coding	protein_coding
ENSG00000002933.8	4717	protein_coding	protein_coding
ENSG00000002726.20	36877	protein_coding	protein_coding
ENSG00000055118.14	33354	protein_coding	protein_coding
ENSG00000164867.10	23593	protein_coding	protein_coding
ENSG00000181652.19	12290	protein_coding	protein_coding
ENSG00000197150.12	19360	protein_coding	protein_coding
ENSG00000243433.1	973	antisense	lncRNA
ENSG00000213199.7	4464	protein_coding	protein_coding
ENSG00000164885.12	4718	protein_coding	protein_coding
ENSG00000164889.13	19317	protein_coding	protein_coding
ENSG00000244151.1	1788	antisense	lncRNA
ENSG00000164896.19	4273	protein_coding	protein_coding
ENSG00000164897.12	2466	protein_coding	protein_coding
ENSG00000133612.18	58605	protein_coding	protein_coding
ENSG00000164900.4	26156	protein_coding	protein_coding
ENSG00000146926.10	12134	protein_coding	protein_coding
ENSG00000278685.4	14623	protein_coding	protein_coding
ENSG00000285480.1	2541	protein_coding	protein_coding
ENSG00000285292.1	19329	protein_coding	protein_coding
ENSG00000033050.8	14740	protein_coding	protein_coding
ENSG00000033100.16	6338	protein_coding	protein_coding
ENSG00000284191.1	117	miRNA	miRNA
ENSG00000082014.16	39132	protein_coding	protein_coding
ENSG00000272661.1	573	antisense	lncRNA
ENSG00000243018.1	5065	antisense	lncRNA
ENSG00000013374.16	36750	protein_coding	protein_coding
ENSG00000187260.15	34818	protein_coding	protein_coding
ENSG00000243836.5	4193	processed_transcript	lncRNA
ENSG00000241456.1	11441	antisense	lncRNA
ENSG00000127377.9	11978	protein_coding	protein_coding
ENSG00000265810.1	150	miRNA	miRNA
ENSG00000241959.3	288	misc_RNA	other
ENSG00000106615.9	54108	protein_coding	protein_coding
ENSG00000240132.1	1585	processed_pseudogene	pseudogene
ENSG00000106617.13	321014	protein_coding	protein_coding
ENSG00000242048.3	4330	processed_transcript	lncRNA
ENSG00000239911.2	2181	antisense	lncRNA
ENSG00000212219.1	99	snRNA	other
ENSG00000222941.2	87	misc_RNA	other
ENSG00000227562.1	4599	antisense	lncRNA
ENSG00000106648.13	63555	protein_coding	protein_coding
ENSG00000276213.1	278	misc_RNA	other
ENSG00000178234.12	96673	protein_coding	protein_coding
ENSG00000229591.1	1716	antisense	lncRNA
ENSG00000213188.3	807	processed_pseudogene	pseudogene
ENSG00000055609.17	301083	protein_coding	protein_coding
ENSG00000270405.1	252	processed_pseudogene	pseudogene
ENSG00000204894.4	89	processed_pseudogene	pseudogene
ENSG00000241007.1	1142	processed_pseudogene	pseudogene
ENSG00000253088.1	113	misc_RNA	other
ENSG00000241735.2	7481	transcribed_processed_pseudogene	pseudogene
ENSG00000020219.9	1673	processed_pseudogene	pseudogene
ENSG00000261455.1	1763	lincRNA	lncRNA
ENSG00000231139.1	300	unprocessed_pseudogene	pseudogene
ENSG00000199404.1	118	rRNA	other
ENSG00000285912.1	118	rRNA_pseudogene	other
ENSG00000225416.1	679	processed_pseudogene	pseudogene
ENSG00000212590.1	121	snoRNA	other
ENSG00000196584.2	31386	protein_coding	protein_coding
ENSG00000214003.2	656	processed_pseudogene	pseudogene
ENSG00000244328.3	289	misc_RNA	other
ENSG00000133627.17	95629	protein_coding	protein_coding
ENSG00000224104.1	275	processed_pseudogene	pseudogene
ENSG00000234722.4	58616	lincRNA	lncRNA
ENSG00000285524.1	1437	lincRNA	lncRNA
ENSG00000233489.1	446	processed_pseudogene	pseudogene
ENSG00000130226.16	1007188	protein_coding	protein_coding
ENSG00000226509.1	161	processed_pseudogene	pseudogene
ENSG00000270114.1	12317	antisense	lncRNA
ENSG00000203335.4	3976	antisense	lncRNA
ENSG00000233363.1	3842	antisense	lncRNA
ENSG00000236408.1	27095	antisense	lncRNA
ENSG00000214106.8	23703	antisense	lncRNA
ENSG00000157212.18	59397	protein_coding	protein_coding
ENSG00000272760.1	962	antisense	lncRNA
ENSG00000273183.1	678	antisense	lncRNA
ENSG00000273344.1	2255	lincRNA	lncRNA
ENSG00000220575.7	4490	antisense	lncRNA
ENSG00000157219.4	17068	protein_coding	protein_coding
ENSG00000283339.1	149	unprocessed_pseudogene	pseudogene
ENSG00000274637.1	338	unprocessed_pseudogene	pseudogene
ENSG00000228806.1	251	unprocessed_pseudogene	pseudogene
ENSG00000201066.1	303	misc_RNA	other
ENSG00000217825.2	1892	lincRNA	lncRNA
ENSG00000228521.2	1042	lincRNA	lncRNA
ENSG00000278998.1	948	TEC	other
ENSG00000225612.1	753	lincRNA	lncRNA
ENSG00000273117.1	1623	lincRNA	lncRNA
ENSG00000186480.12	12459	protein_coding	protein_coding
ENSG00000204960.6	10949	lincRNA	lncRNA
ENSG00000218672.1	14280	lincRNA	lncRNA
ENSG00000260426.1	1860	sense_overlapping	lncRNA
ENSG00000236544.1	35893	lincRNA	lncRNA
ENSG00000164778.4	6702	protein_coding	protein_coding
ENSG00000146910.12	81244	protein_coding	protein_coding
ENSG00000283128.1	170150	processed_transcript	lncRNA
ENSG00000227365.1	8340	antisense	lncRNA
ENSG00000216895.9	33974	antisense	lncRNA
ENSG00000184863.10	137034	protein_coding	protein_coding
ENSG00000164690.7	12287	protein_coding	protein_coding
ENSG00000204876.4	3711	lincRNA	lncRNA
ENSG00000207061.1	101	misc_RNA	other
ENSG00000270584.1	255	processed_pseudogene	pseudogene
ENSG00000228569.1	3310	lincRNA	lncRNA
ENSG00000233878.1	7799	lincRNA	lncRNA
ENSG00000182648.11	168458	lincRNA	lncRNA
ENSG00000279418.1	612	lincRNA	lncRNA
ENSG00000234450.1	432	processed_pseudogene	pseudogene
ENSG00000105982.16	36849	protein_coding	protein_coding
ENSG00000224903.1	3508	antisense	lncRNA
ENSG00000105983.20	224284	protein_coding	protein_coding
ENSG00000206938.1	140	snRNA	other
ENSG00000230033.1	924	lincRNA	lncRNA
ENSG00000146909.7	23459	protein_coding	protein_coding
ENSG00000130675.14	16600	protein_coding	protein_coding
ENSG00000235029.1	825	antisense	lncRNA
ENSG00000243479.3	5621	lincRNA	lncRNA
ENSG00000236102.2	805	lincRNA	lncRNA
ENSG00000229365.3	588	processed_pseudogene	pseudogene
ENSG00000269446.2	1092	lincRNA	lncRNA
ENSG00000009335.17	130459	protein_coding	protein_coding
ENSG00000225224.1	464	processed_pseudogene	pseudogene
ENSG00000236018.2	911	processed_pseudogene	pseudogene
ENSG00000224629.1	207	processed_pseudogene	pseudogene
ENSG00000229660.1	1150	lincRNA	lncRNA
ENSG00000105993.14	82058	protein_coding	protein_coding
